收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址,longitude,latitude
217,土城綜合 體育場(防災公園),新北市,土城區,中正里,新北市土城區裕民路193之1號,,否,是,否,否,否,,,,青山里、清和里、清化里、永豐里、永富里、金城里、廷寮里、峯廷里、延吉里、青雲里、清溪里、清水里、安和里、延和里、延壽里、平和里、延祿里、員仁里、埤塘里、日和里、明德里、學士里、瑞興里、復興里、廣興里、員林里、員信里、員福里、日新里、裕生里、樂利里、廣福里、土城里、學成里、埤林里、貨饒里、柑林里、中正里、學府里、長風里、頂埔里、祖田里、頂新里、頂福里、沛陂里、永寧里、大安里,899.0,7194.0,劉友坤 ,922824243.0,,,,65000土城區中正里新北市土城區裕民路193之1號,121.453689,24.984274
218,宏國德霖科技大學,新北市,土城區,清化里,新北市土城區青雲路380巷1號,,是,否,是,否,否,,,,清化里、清和里,270.0,1360.0,總務助理張永宗,933820070.0,,,,65000土城區清化里新北市土城區青雲路380巷1號,121.45838,24.972919
219,樹林區公所,新北市,樹林區,樹東里,新北市樹林區樹東里鎮前街93號,,是,是,否,否,是,,,,保安里、樹德里、樹西里、樹東里、圳福里、樹福里、文林里,215.0,863.0,陳岱琪（課長）,933913650.0,,,,65000樹林區樹東里新北市樹林區樹東里鎮前街93號,121.424488,24.990042
220,樹林高中,新北市,樹林區,和平里,新北市樹林區和平里中華路8號,,是,是,否,否,是,,,,樹東里、大同里、和平里、彭厝里、彭福里、樹北里、彭興里,2896.0,20185.0,李寶鳳(總務主任),933209679.0,,,,65000樹林區和平里新北市樹林區和平里中華路8號,121.422463,24.982937
221,柑園國中,新北市,樹林區,柑園里,新北市樹林區柑園里柑園街2段125號,,是,是,否,否,是,,,,東園里、西園里、南園里、北園里、柑園里,1082.0,7420.0,馮紹華(總務主任),933739095.0,,,,65000樹林區柑園里新北市樹林區柑園里柑園街2段125號,121.38851,24.956152
222,文林國小,新北市,樹林區,潭底里,新北市樹林區潭底里千歲街59號,,是,是,否,否,是,,,,圳安里、保安里、潭底里、圳福里、文林里、圳民里,1738.0,9211.0,謝聖國(總務主任),922318556.0,,,,65000樹林區潭底里新北市樹林區潭底里千歲街59號,121.424467,24.995857
223,樹林國小,新北市,樹林區,樹西里,新北市樹林區樹西里育英街176號,,是,是,否,否,是,,,,保安里、潭底里、樹德里、樹西里、樹人里、坡內里、樹興里、樹福里、文林里、育英里,1162.0,7350.0,陳貞君(總務主任),960723265.0,,,,65000樹林區樹西里新北市樹林區樹西里育英街176號,121.423441,24.990236
224,武林國小,新北市,樹林區,金寮里,新北市樹林區金寮里保安街2段151號,,是,是,否,否,是,,,,三多里、三福里、三興里、圳安里、潭底里、獇寮里、光興里、金寮里,1066.0,5922.0,劉叔玫(總務主任),937370898.0,,,,65000樹林區金寮里新北市樹林區金寮里保安街2段151號,121.416381,25.000594
225,大同國小,新北市,樹林區,大同里,新北市樹林區大同里大同街43號,,是,是,否,否,是,,,,大同里、彭厝里、和平里、彭福里、東陽里、彭興里、中華里、太順里,1470.0,9545.0,蕭斯文(總務主任),926191135.0,,,,65000樹林區大同里新北市樹林區大同里大同街43號,121.417521,24.981311
226,山佳國小,新北市,樹林區,山佳里,新北市樹林區山佳里中山路3段5號,,是,是,是,否,是,,,,東山里、山佳里,654.0,4245.0,張修藻(總務主任),928558069.0,,,,65000樹林區山佳里新北市樹林區山佳里中山路3段5號,121.39262,24.97212
227,三多國小,新北市,樹林區,三福里,新北市樹林區三福里三福街52號,,是,是,否,否,是,,,,三多里、三福里、三興里、獇寮里、光興里、金寮里、圳生里、三龍里,839.0,5654.0,蔡宗聖(總務主任),922841155.0,,,,65000樹林區三福里新北市樹林區三福里三福街52號,121.406436,25.016364
228,育德國小,新北市,樹林區,中山里,新北市樹林區中山里佳園路1段34號,,是,是,否,否,是,,,,樂山里、山佳里、中山里,785.0,5240.0,柳依辰(總務主任),921457845.0,,,,65000樹林區中山里新北市樹林區中山里佳園路1段34號,121.39262,24.97212
229,柑園國小,新北市,樹林區,柑園里,新北市樹林區柑園里柑園街1段353號,,是,是,否,否,是,,,,東園里、西園里、南園里、北園里、柑園里,625.0,3955.0,劉時享(總務主任),920833492.0,,,,65000樹林區柑園里新北市樹林區柑園里柑園街1段353號,121.388355,24.955751
230,彭福國小,新北市,樹林區,和平里,新北市樹林區和平里忠孝街30號,,是,是,否,否,是,,,,和平里、彭厝里、彭福里、彭興里、太順里,209.0,1473.0,梁文懋(總務主任),926749697.0,,,,65000樹林區和平里新北市樹林區和平里忠孝街30號,121.42252,24.982824
231,育林國小,新北市,樹林區,樹南里,新北市樹林區樹南里復興路395號,,是,是,是,否,是,,,,樹南里、樹人里、坡內里、東昇里、育英里、樹興里,178.0,1037.0,廖致舜(總務主任),989815923.0,,,,65000樹林區樹南里新北市樹林區樹南里復興路395號,121.42071,24.986862
232,育林國中,新北市,樹林區,樹南里,新北市樹林區樹南里復興路395號,,是,是,否,否,是,,,,樹南里、樹人里、坡內里、東昇里、育英里、樹興里,627.0,4608.0,陳宏祺(總務主任),936122268.0,,,,65000樹林區樹南里新北市樹林區樹南里復興路395號,121.42071,24.986862
233,三多國中,新北市,樹林區,獇寮里,新北市樹林區獇寮里三多路101號,,是,是,否,否,是,,,,三多里、三福里、三興里、圳安里、獇寮里、光興里、金寮里、圳民里、圳生里、三龍里,912.0,6571.0,陳信龍(總務主任),918018245.0,,,,65000樹林區獇寮里新北市樹林區獇寮里三多路101號,121.414039,25.005866
234,桃子腳國中小,新北市,樹林區,南園里,新北市樹林區南園里學勤路555號,,是,是,否,否,是,,,,東園里、西園里、南園里、北園里、柑園里,960.0,6840.0,黃國政(總務主任),989516651.0,,,,65000樹林區南園里新北市樹林區南園里學勤路555號,121.381598,24.950166
235,三多市民活動中心,新北市,樹林區,三福里,新北市樹林區三福里福與街17號1樓,,是,是,是,否,是,,,,三福里、三多里、三龍里、三興里,125.0,500.0,胡博亦（助理員),989897862.0,,,,65000樹林區三福里新北市樹林區三福里福與街17號1樓,121.40447,25.016207
236,東陽市民活動中心,新北市,樹林區,東陽里,新北市樹林區東陽里鎮前街467號,,是,是,是,否,是,,,,樹德里、樹西里、樹東里、樹北里、東山里、東陽里、圳福里、中華里、太順里,78.0,315.0,胡博亦（助理員),989897862.0,,,,65000樹林區東陽里新北市樹林區東陽里鎮前街467號,121.412484,24.982141
237,樂山市民活動中心,新北市,樹林區,樂山里,新北市樹林區樂山里中和街38號2樓,,是,是,是,否,是,,,,樂山里、中山里,61.0,245.0,胡博亦（助理員),989897862.0,,,,65000樹林區樂山里新北市樹林區樂山里中和街38號2樓,121.389858,24.973637
238,樹林體育場,新北市,樹林區,樹東里,新北市樹林區樹東里水源街81號,,是,是,是,否,是,,,,保安里、樹德里、樹西里、樹東里、圳福里、樹福里、文林里,1093.0,8747.0,胡博亦（助理員),989897862.0,,,,65000樹林區樹東里新北市樹林區樹東里水源街81號,121.425713,24.982387
239,山佳市民活動中心,新北市,樹林區,山佳里,新北市樹林區山佳里新興街3-3號,,是,否,是,否,是,,,,東山里、樂山里、山佳里、忠山里,124.0,499.0,胡博亦（助理員),989897862.0,,,,65000樹林區山佳里新北市樹林區山佳里新興街3-3號,121.400027,24.972614
240,蘆洲區公所,新北市,蘆洲區,保和里,新北市蘆洲區三民路95號,,是,是,是,是,是,,,,光華里、保佑里、鷺江里、保和里、仁復里、得勝里、仁愛里、中華里、仁德里、福安里,185.0,740.0,黃正翰,916310471.0,,,,65000蘆洲區保和里新北市蘆洲區三民路95號,121.473778,25.0847
241,永平市民活動中心,新北市,蘆洲區,永樂里,新北市蘆洲區永平街1號4樓,,是,是,是,是,是,,,,正義里、南港里、永樂里、永康里、光明里、長安里、成功里、永德里,151.0,604.0,莊尚修,975157162.0,,,,65000蘆洲區永樂里新北市蘆洲區永平街1號4樓,121.459174,25.090359
242,長安市民活動中心,新北市,蘆洲區,忠義里,新北市蘆洲區長安街96號4樓,,是,是,是,是,是,,,,中路里、忠義里、九芎里、中華里、光明里、長安里、永安里、延平里,124.0,494.0,莊尚修,975157162.0,,,,65000蘆洲區忠義里新北市蘆洲區長安街96號4樓,121.46194,25.080733
243,重陽市民活動中心,新北市,蘆洲區,樓厝里,新北市蘆洲區集賢路221巷11號,,是,是,是,是,是,,,,樓厝里、信義里、玉清里、復興里,59.0,234.5,莊尚修,975157162.0,,,,65000蘆洲區樓厝里新北市蘆洲區集賢路221巷11號,121.483695,25.085719
244,民生市民活動中心,新北市,蘆洲區,得仁里,新北市蘆洲區民生街129巷14號,,是,是,是,是,是,,,,溪墘里、樹德里、得仁里、民和里,21.0,82.5,莊尚修,975157162.0,,,,65000蘆洲區得仁里新北市蘆洲區民生街129巷14號,121.472836,25.078414
245,水湳市民活動中心,新北市,蘆洲區,水湳里,新北市蘆洲區民族路426巷17號,,是,是,是,是,是,,,,水湳里、復興里、水河里、忠孝里,34.0,137.0,莊尚修,975157162.0,,,,65000蘆洲區水湳里新北市蘆洲區民族路426巷17號,121.473051,25.092713
246,得仁市民活動中心,新北市,蘆洲區,得仁里,新北市蘆洲區中山一路415號6樓,,否,否,是,否,是,,,,中路里、得勝里、九芎里、得仁里、民和里、永安里、延平里,53.0,210.0,莊尚修,975157162.0,,,,65000蘆洲區得仁里新北市蘆洲區中山一路415號6樓,121.469027,25.076702
247,財團法人新北市基督徒蘆洲禮拜堂,新北市,蘆洲區,仁德里,新北市蘆洲區三民路26巷71弄2號B1地下室,,否,是,是,是,否,,,,樓厝里、恆德里、玉清里、仁德里、仁義里,75.0,300.0,羅金蓮,980641872.0,,,,65000蘆洲區仁德里新北市蘆洲區三民路26巷71弄2號B1地下室,121.478907,25.083352
248,成功國小,新北市,蘆洲區,成功里,新北市蘆洲區長安街311號,,是,否,是,是,否,,,,永樂里、永康里、忠義里、長安里、延平里、成功里、永德里,419.25,2780.0,張哲源,928027900.0,,,,65000蘆洲區成功里新北市蘆洲區長安街311號,121.457458,25.085673
249,鷺江國中 ,新北市,蘆洲區,正義里,新北市蘆洲區長樂路235號,,是,是,是,是,否,,,,正義里、南港里、永樂里、保新里,658.5,4982.0,黃瓊慧,922150052.0,,,,65000蘆洲區正義里新北市蘆洲區長樂路235號,121.462465,25.087248
250,三民高中 ,新北市,蘆洲區,保和里,新北市蘆洲區三民路96號,,是,是,是,是,否,,,,保佑里、鷺江里、保和里、信義里、水河里、仁愛里、忠義里、忠孝里、福安里、永安里,5011.0,20861.0,李振瑋,955563798.0,,,,65000蘆洲區保和里新北市蘆洲區三民路96號,121.472326,25.086634
251,蘆洲國中,新北市,蘆洲區,中原里,新北市蘆洲區中正路265號,,否,否,是,否,否,,,,中原里、中路里、光華里、保佑里、永康里、九芎里、光明里、成功里、永德里,1112.5,6200.0,何美珍,911177716.0,,,,65000蘆洲區中原里新北市蘆洲區中正路265號,121.466382,25.087088
252,仁愛國小,新北市,蘆洲區,水湳里,新北市蘆洲區民族路488號,,否,否,是,否,否,,,,水湳里、復興里、水河里、仁愛里、保新里、忠孝里,498.125,3725.0,丁贊仁,958901513.0,,,,65000蘆洲區水湳里新北市蘆洲區民族路488號,121.470993,25.091454
253,忠義國小,新北市,蘆洲區,正義里,新北市蘆洲區光榮路99號,,否,是,是,是,否,,,,正義里、中原里、南港里、保新里,957.0,5744.0,郭雅婷,937195159.0,,,,65000蘆洲區正義里新北市蘆洲區光榮路99號,121.463854,25.089298
254,鷺江國小,新北市,蘆洲區,鷺江里,新北市蘆洲區民族路7號,,是,是,是,是,否,,,,樓厝里、鷺江里、仁復里、信義里、仁德里、仁義里、福安里,938.75,6176.0,吳美玲,926667166.0,,,,65000蘆洲區鷺江里新北市蘆洲區民族路7號,121.476132,25.084352
255,蘆洲國小,新北市,蘆洲區,保和里,新北市蘆洲區中正路100號,,是,是,是,是,否,,,,中原里、光華里、保和里、仁復里、得勝里、中華里,1903.25,13236.0,張福仁,935592220.0,,,,65000蘆洲區保和里新北市蘆洲區中正路100號,121.465985,25.089025
256,徐匯中學,新北市,蘆洲區,溪漧里,新北市蘆洲區中山一路1號,,是,是,是,是,否,,,,恆德里、溪墘里、樹德里,838.0,5753.0,蔡瑪莉,933235185.0,,,,65000蘆洲區溪漧里新北市蘆洲區中山一路1號,121.479975,25.080267
257,永安兒童公園市民活動中心,新北市,蘆洲區,恆德里,新北市蘆洲區永安北路二段42之6號,,是,是,是,是,是,,,,恆德里、玉清里、仁義里,22.0,87.0,莊尚修,975157162.0,,,,65000蘆洲區恆德里新北市蘆洲區永安北路二段42之6號,121.481855,25.081663
258,溪墘湧蓮市民活動中心 ,新北市,蘆洲區,溪墘里,新北市蘆洲區信義路65號,,是,是,是,是,是,,,,溪墘里、樹德里、得仁里、民和里,51.0,203.0,莊尚修,975157162.0,,,,65000蘆洲區溪墘里新北市蘆洲區信義路65號,121.476051,25.079572
259,蘆洲柳堤防災公園,新北市,蘆洲區,正義里,新北市蘆洲區光榮路及長樂路口,,是,是,是,是,是,,,,正義里、南港里、永樂里、永康里、成功里,200.0,1600.0,黃正翰,916310471.0,,,,65000蘆洲區正義里新北市蘆洲區光榮路及長樂路口,121.462546,25.088568
260,仁愛市民活動中心,新北市,蘆洲區,水湳里,新北市蘆洲區民權路143號1樓,,是,是,是,是,是,,,,水湳里、水河里、保佑里、保新里、忠孝里、仁愛里,167.0,667.0,莊尚修,975157162.0,,,,65000蘆洲區水湳里新北市蘆洲區民權路143號1樓,121.471279,25.091017
261,汐止區公所行政中心,新北市,汐止區,秀峰里,新北市汐止區新台五路一段268號,,是,是,是,是,是,,,,禮門里、智慧里、秀峰里、新昌里、白雲里、自強里、文化里、福安里、秀山里,158.0,632.45,徐延平,963107104.0,,,,65000汐止區秀峰里新北市汐止區新台五路一段268號,121.658984,25.063841
