serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
350,是,是,是,SF251-0007,65000,新興市民活動中心,淡水區,65000100,新義里,新北市淡水區大義街18號,活動中心3樓,新義里、新民里、新春里、正德里、北新里、水碓里、新興里,吳書嫺,919337212.0,是,446.0,1787,0.0,是,是,是,否,是,121.443054,25.178396
351,是,是,否,SF251-0008,65000,淡水國小,淡水區,65000100,協元里,新北市淡水區中山路160號,明德樓3樓、明德樓地下室、忠孝樓地下室、操場,協元里、清文里、草東里、永吉里、新生里、文化里、新義里,譚怡君,932144599.0,    是,664.0,1024,3270.0,是,是,是,是,否,121.441363,25.173376
352,是,是,否,SF251-0009,65000,鄧公國小,淡水區,65000100,學府里,新北市淡水區學府路99號,世紀樓五樓禮堂、風雨操場、群英、集思、勤學樓的地下室、操場,學府里、鄧公里、幸福里、竿蓁里、中興里、長庚里、樹興里,陳信安,921900273.0,是,974.0,2650,2500.0,是,是,是,否,否,121.449293,25.171313
353,是,是,否,SF251-0010,65000,竹圍國小,淡水區,65000100,八勢里,新北市淡水區中正東路2段145號,本棟-地下室、風雨操場、操場,八勢里、竹圍里、民生里、民權里,陳月玲,920635120.0,是,800.0,1700,3000.0,是,是,是,是,否,121.445062,25.168781
354,是,是,否,SF251-0011,65000,育英國小,淡水區,65000100,埤島里,新北市淡水區埤島里14號,觀山樓2樓綜合教室、圖書館、操場,埤島里、義山里、興仁里、忠山里,林文安,953907923.0,是,357.25,485,1890.0,是,是,是,否,否,121.45161,25.196259
355,是,是,否,SF251-0012,65000,興仁國小,淡水區,65000100,興仁里,新北市淡水區興仁路101巷10號,地下室-教學大樓地下室、學生活動中心-教學大樓五樓、操場,興仁里、義山里、賢孝里、屯山里、蕃薯里、中和里,陳曉音,918973963.0,是,671.0,1187,3000.0,是,是,是,否,否,121.451097,25.21748
356,是,是,否,SF251-0013,65000,坪頂國小,淡水區,65000100,坪頂里,新北市淡水區坪頂路757號,D棟校舍(幼兒園)地下室、A棟校舍二樓禮堂、D棟校舍二樓圖書館、前操場,坪頂里、樹興里,王昱媞,937937821.0,是,413.0,154,3000.0,是,是,是,是,否,121.483894,25.158093
357,是,是,否,SF251-0014,65000,忠山國小,淡水區,65000100,忠山里,新北市淡水區行忠路899號,明智館教學大學2樓、操場,忠山里、忠寮里、蕃薯里、義山里、水源里,蔡誌晴,921577531.0,是,212.0,100,1500.0,是,否,是,是,否,121.479981,25.200448
358,是,是,否,SF251-0015,65000,水源國小,淡水區,65000100,水源里,新北市淡水區北新路2段15號,行政大樓2樓禮堂、專科教室2樓韻律教室、行政大樓3樓樂活教室、操場,水源里、忠寮里,黃孟嬌,919286706.0,是,495.0,180,3600.0,是,否,是,是,否,121.444278,25.177624
359,是,是,否,SF229-0016,65000,屯山國小,淡水區,65000100,屯山里,新北市淡水區淡金路五段111號,觀山樓地下室、長虹樓彩虹教室、風雨操場,屯山里、賢孝里、興仁里、中和里,李孟夙,922409243.0,是,155.375,342,563.0,是,是,是,否,否,121.456364,25.237342
360,是,是,否,SF251-0017,65000,淡水商工,淡水區,65000100,埤島里,新北市淡水區商工路307號,朝陽館1樓、學生宿舍、操場,埤島里、忠寮里、北投里、水源里,顏祺晃,927941376.0,是,2508.0,6059,7952.0,是,是,是,是,否,121.454026,25.18676
361,是,是,否,SF251-0018,65000,天生國小,淡水區,65000100,油車里,新北市淡水區淡海路72巷26號,行政大樓地下室1樓、學生活動中心-教學大樓五樓、操場,沙崙里、油車里、大庄里,盧欣暐,913860319.0,是,797.0,550,5284.0,是,是,是,是,否,121.424287,25.181561
362,是,是,否,SF251-0019,65000,新興國小,淡水區,65000100,新興里,新北市淡水區新興街123號,觀海樓地下1樓、摘星樓星光威秀展演空間、望月樓一樓(桌球教室)、操場,新興里、新春里、新民里、新義里、沙崙里、崁頂里、水碓里,曾昭輝,914030321.0,是,724.0,1650,2500.0,是,是,是,是,否,121.440027,25.179684
363,是,是,否,SF251-0020,65000,文化國小,淡水區,65000100,文化里,新北市淡水區真理街6號,5樓活動中心、真理樓地下室、操場,文化里、新生里、民安里,徐文玲,932345248.0,是,432.0,530,2400.0,是,是,是,否,否,121.437546,25.173705
364,是,是,否,SF251-0021,65000,中泰國小,淡水區,65000100,中和里,新北市淡水區北勢子5號,小集會場所-豔陽樓2樓、圖書館-晨曦樓3樓、操場,中和里、蕃薯里、屯山里、賢孝里,張之晧,935822892.0,是,497.0,616,2750.0,是,否,是,是,否,121.484378,25.224224
365,是,是,否,SF251-0022,65000,竹圍國小自強分校,淡水區,65000100,福德里,新北市淡水區自強路33號,1樓,福德里,呂幸宜,953620265.0,是,207.0,330,1000.0,是,否,是,是,否,121.46285,25.127008
366,是,是,否,SF251-0023,65000,竹圍高中,淡水區,65000100,八勢里,新北市淡水區竹林路35號,至真樓4樓活動中心、綜合大樓地下一樓停車場、至美樓地下一樓柔道場、大操場,八勢里、竹圍里、民生里、民權里、福德里,林義舜,953850920.0,是,1695.0,2400,8765.0,是,否,是,是,否,121.461718,25.146035
367,是,是,否,SF251-0024,65000,正德國中,淡水區,65000100,正德里,新北市淡水區北新路109號,5樓綜合教室、風雨操場、地下停車場、運動場,正德里、北新里、崁頂里、水碓里、北投里,王啓浩,933436218.0,是,1598.0,4206,4380.0,是,是,是,是,否,121.446853,25.178483
368,是,是,否,SF251-0025,65000,淡水國中,淡水區,65000100,文化里,新北市淡水區真理街10號,誠正樓地下室(為學生桌球課程場地)、中正堂1樓(為學生雨天室內活動場地)、二校區操場、籃球場、中庭廣場、二校區操場、籃球場、中庭廣場,文化里、油車里、新民里、新生里,王心郁,932210527.0,是,1608.0,2812,7240.0,是,是,是,是,否,121.436724,25.174719
369,是,是,否,SF251-0026,65000,新市國小,淡水區,65000100,北投里,新北市淡水區中山北路2段200號,多功能教室-A棟2樓、幼兒園-B棟一樓、操場,北投里、埤島里、崁頂里、新春里,洪壽嶸,921281079.0,是,1220.0,880,8000.0,是,是,是,否,否,121.528371,25.087222
370,否,是,否,SF251-0027,65000,水源里活動中心,淡水區,65000100,水源里,新北市淡水區北新路2段15號,活動中心1樓,水源里,郭哲銘,912905356.0,否,72.0,288,0.0,是,是,是,是,否,121.444278,25.177624
371,否,是,否,SF251-0028,65000,樹興里活動中心,淡水區,65000100,樹興里,新北市淡水區樹林口14之2號,活動中心1樓,樹興里,陳健宏,918131071.0,否,59.0,236,0.0,是,否,否,是,否,121.479026,25.168091
372,否,是,否,SF251-0029,65000,興音寺,淡水區,65000100,樹興里,新北市淡水區興福寮1之6號,1-3樓,樹興里,陳健宏,918131071.0,否,50.0,200,0.0,是,否,否,是,否,121.48835,25.163997
373,否,是,否,SF251-0030,65000,真聖宮,淡水區,65000100,樹興里,新北市淡水區興福寮6之1號,1樓,樹興里,陳健宏,918131071.0,否,50.0,200,0.0,是,否,否,是,否,121.49217,25.165542
374,是,是,否,SF251-0032,65000,公八防災公園,淡水區,65000100,崁頂里,新北市淡水區中山北路二段381巷2號,公園綠地,中和里、屯山里、賢孝里、興仁里、蕃薯里、義山里、忠山里、崁頂里、埤島里、水碓里、新興里、北投里、水源里、忠寮里、樹興里、坪頂里、福德里、竹圍里、民生里、八勢里、竿蓁里、鄧公里、中興里、長庚里、清文里、草東里、協元里、永吉里、民安里、新生里、文化里、油車里、沙崙里、新義里、新春里、新民里、正德里、北新里、民權里、幸福里、學府里、大庄里,吳書嫺,919337212.0,否,1087.0,0,8700.0,否,否,是,否,否,121.4427,25.187149
375,是,否,否,SF251-0033,65000,前山營區 ,淡水區,65000100,福德里,新北市淡水區自立路17 號,1樓,福德里、民權里,吳書嫺,919337212.0,否,60.0,200,0.0,是,是,是,是,否,121.462494,25.129598
376,是,否,否,SF251-0034,65000,后山營區,淡水區,65000100,福德里,新北市淡水區自強路419號,1樓,福德里、民權里,吳書嫺,919337212.0,否,60.0,200,0.0,是,是,是,是,否,121.46567,25.134157
377,是,是,否,SF251-0035,65000,真理大學,淡水區,65000100,文化里,新北市淡水區真理街32號,交誼廳,文化里、新生里、協元里、新民里、油車里,廖忠山,932118440.0,是,118.0,473,0.0,是,是,是,是,否,121.434601,25.175558
378,是,是,否,SF251-0036,65000,淡江大學,淡水區,65000100,中興里,新北市淡水區英專路151號,學生活動中心,中興里、幸福里、鄧公里、學府里、北新里、正德里,陳玥合,978035334.0,是,211.0,842,0.0,是,是,是,是,否,121.447099,25.173829
379,是,是,否,SF251-0037,65000,臺北基督學院,淡水區,65000100,福德里,新北市淡水區自強路51號,體育館1樓,福德里、民權里、竹圍里,王建智,955127991.0,是,156.0,625,0.0,是,是,是,是,否,121.461543,25.131283
380,是,是,否,SF251-0038,65000,聖約翰科技大學,淡水區,65000100,賢孝里,新北市淡水區淡金路四段499號,百齡堂,賢孝里、興仁里、屯山里、蕃薯里、中和里,郭淳汯,918182634.0,是,1000.0,4000,0.0,是,是,是,是,否,121.451673,25.226984
381,是,是,否,SF251-0039,65000,樹興里辦公處,淡水區,65000100,樹興里,新北市淡水區樹林口42之3號,1樓,樹興里,陳健宏,918131071.0,是,44.0,177,0.0,是,是,是,是,否,121.470438,25.168484
382,是,是,否,SF251-0040,65000,義山市民活動中心,淡水區,65000100,義山里,新北市淡水區奎柔山路1號、3號,地下1樓,義山里、忠山里、忠寮里、蕃薯里、興仁里,吳書嫺,919337212.0,是,162.0,482,338.52,是,是,是,是,否,121.474412,25.206675
383,否,是,否,SF251-0041,65000,淡江高中,淡水區,65000100,文化里,新北市淡水區真理街26號,體育館,文化里、協元里、新生里、新民里,邱文賓,928566351.0,是,2890.0,4500,14122.0,是,是,是,是,否,121.43583,25.17506
384,是,是,否,SF248-0001,65000,更新市民活動中心,五股區,65000150,更寮里,新北市五股區更寮里更洲路47號,1樓,興珍里、更寮里、集福里,李典倫,986079181.0,是,65.0,260,0.0,是,是,是,是,是,121.457261,25.079366
385,是,是,否,SF248-0003,65000,成功市民活動中心,五股區,65000150,成功里,新北市五股區成功里西雲路163號,2樓,成州里、成功里、成德里、六福里、成泰里,李典倫,986079181.0,是,100.0,400,0.0,是,是,是,是,是,121.44234,25.098822
386,是,是,否,SF248-0004,65000,成州市民活動中心,五股區,65000150,成州里,新北市五股區成州里西雲路267號,1樓,集福里、成州里、成功里、成德里、六福里、集賢里、成泰里,李典倫,986079181.0,是,75.0,300,0.0,是,是,是,是,是,121.449355,25.098099
387,是,是,否,SF248-0005,65000,新北市五股區立體停車場,五股區,65000150,五股里,新北市五股區五股里工商路3號,1樓,興珍里、更寮里、五股里、五福里、德音里,里幹事徐豐郁,916240757.0,是,550.0,2200,0.0,是,是,否,是,是,121.439278,25.08296
388,是,是,否,SF248-0006,65000,成州國民小學,五股區,65000150,成州里,新北市五股區成州里成泰路三段493號,禮堂1樓、操場及風雨操場,集福里、觀音里、成州里、成功里、五龍里、陸一里、成德里、六福里、集賢里,事務組長楊擎政,922298743.0,是,370.25,337,2294.0,是,是,是,是,否(備援),121.450517,25.099771
389,是,是,否,SF248-0007,65000,更寮國民小學,五股區,65000150,興珍里,新北市五股區興珍里四維路2號,樂群館2樓、操場,興珍里、更寮里,總務主任李聖文,910069063.0,是,288.0,425,1456.0,是,是,否,是,否(備援),121.467318,25.07092
390,是,是,否,SF248-0008,65000,五股國民小學,五股區,65000150,五股里,新北市五股區五股里成泰路二段49號,多功能教學大樓、1樓大會議室、2樓教室、3 樓體育館、操場及球場,五龍里、五股里、五福里、陸一里、民義里、福德里,事務組長呂雅萍,910371229.0,是,856.0,2453,1947.0,是,是,否,是,否(備援),121.437361,25.082653
391,是,是,否,SF248-0009,65000,德音國民小學,五股區,65000150,水碓里,新北市五股區水碓里明德路2號,維心樓113活動教室、維心樓114樂齡中心、風雨操場,德音里、貿商里、德泰里、民義里、水碓里、福德里,總務主任程麗華,921459263.0,是,118.0,120,704.0,是,是,否,是,否(備援),121.43455,25.071372
392,是,是,否,SF248-0010,65000,五股國民中學,五股區,65000150,五股里,新北市五股區五股里成泰路二段49巷15號,忠孝樓1樓飛鏢教室、813教室、風雨操場,五股里、五福里、貿商里、德泰里、水碓里,總務主任劉怡君,988658044.0,是,214.25,93,1535.0,是,否,否,是,否(備援),121.435723,25.083273
393,是,是,否,SF248-0011,65000,憲訓中心,五股區,65000150,德音里,新北市五股區德音里成泰路一段175號,生活區A棟3樓,德音里、貿商里、德泰里、水碓里,作訓科士官長簡世坪,917789687.0,否,686.0,2745,0.0,是,是,否,是,否(備援),121.434894,25.075847
394,是,是,是,SF248-0012,65000,公民會館,五股區,65000150,成泰里,新北市五股區成泰里御史路1巷59號,1樓,觀音里、五龍里、陸一里、民義里、成泰里、福德里,李典倫,986079181.0,是,182.0,731.23,0.0,是,是,是,是,是,121.440248,25.090328
395,是,是,否,SF248-0013,65000,觀音市民活動中心,五股區,65000150,觀音里,新北市五股區觀音里凌雲路三段17之2號,1樓,觀音里、集賢里,李典倫,986079181.0,是,149.0,599.41,0.0,是,是,是,是,是,121.429996,25.107677
396,是,是,否,SF248-0014,65000,防災體健公園,五股區,65000150,成德里,新北市五股區成德里成泰路三段與成州八路交叉,1樓,五股里、水碓里、成功里、成泰里、五福里、集賢里、集福里、成德里、德音里、五龍里、民義里、福德里、貿商里、里興珍、觀音里、陸一里、六福里、更寮里、德泰里、成州里,李典倫,986079181.0,是,1330.0,0,10642.0,是,是,是,是,是,,
397,是,是,否,SF249-0001,65000,龍米市民活動中心,八里區,65000230,龍源里,新北市八里區龍米路1段223號,1樓、3樓,龍源里、米倉里,陳盈臻,908627920.0,是,125.0,400,200.0,是,是,是,否,是,121.449138,25.138261
398,是,是,是,SF249-0003,65000,大崁老人活動中心,八里區,65000230,大崁里,新北市八里區大崁里中山路1段21號,1樓、2樓、3樓,大崁里、埤頭里、頂罟里,陳盈臻,908627920.0,是,100.0,400,,是,是,是,否,是,121.42386,25.158981
399,是,是,否,SF249-0004,65000,大埤頂市民活動中心,八里區,65000230,大崁里,新北市八里區中山路1段95號,1樓,大崁里、埤頭里、頂罟里,陳盈臻,908627920.0,是,70.0,280,,是,是,是,否,是,121.44421,25.169489
400,是,是,否,SF249-0005,65000,文化活動中心,八里區,65000230,舊城里,新北市八里區中山路2段251號1樓,1樓,舊城里、訊塘里、荖阡里,陳盈臻,908627920.0,是,100.0,400,,是,是,是,否,是,121.397711,25.077472
401,是,是,是,SF249-0006,65000,長坑市民活動中心,八里區,65000230,長坑里,新北市八里區中華路三段190號,1樓、2樓、3樓,下罟里、長坑里,陳盈臻,908627920.0,是,100.0,400,,是,是,是,否,是,121.389672,25.128335
402,是,是,否,SF249-0008,65000,八里國小,八里區,65000230,舊城里,新北市八里區中山路二段338號,朝陽樓B1、觀海樓B1、至善樓B1、運動場,舊城里、訊塘里,林炳宏總務主任,919589707.0,是,1151.0,1665,5886.0,是,是,是,否,否,121.403031,25.149515
403,是,是,否,SF249-0009,65000,大崁國小,八里區,65000230,大崁里,新北市八里區忠八街2號,B棟4樓綜合教室、B棟5樓風雨操場、操場,大崁里,呂立琪總務主任,935757748.0,是,956.0,942,5768.0,是,是,是,是,否,121.419406,25.160305
404,是,是,否,SF249-0010,65000,米倉國小,八里區,65000230,米倉里,新北市八里區龍米路2段129巷1號,朝陽樓2樓(大禮堂)、朝陽樓地下1樓(樂活館)、操場,米倉里,蔡佳玲總務主任,921083060.0,否,688.0,580,4350.0,是,是,是,是,否,121.458458,25.114582
405,是,是,否,SF249-0011,65000,長坑國小,八里區,65000230,長坑里,新北市八里區中華路三段236號,活動中心1樓、視聽教室2樓、籃球場,長坑里、下罟里,鍾榮進總務主任,918337371.0,否,242.0,220,1500.0,是,是,是,是,否,121.389328,25.126274
406,是,是,否,SF249-0012,65000,八里國中,八里區,65000230,荖阡里,新北市八里區荖阡坑路15號,活動中心、B1地下室空間、操場,荖阡里、長坑里、下罟里,陳俊傑總務主任,932080495.0,是,499.0,861.5,2275.0,是,是,是,是,否,121.400251,25.1404
